WKT_PCS
COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,FALSE_EASTING,FALSE_NORTHING,PARAMETER_VALUE_1,PARAMETER_VALUE_2,PARAMETER_VALUE_3,PARAMETER_VALUE_4,UNIT
32059,NAD_1927_StatePlane_Puerto_Rico_FIPS_5201,500000,0,-66.43333333,18.03333333,18.43333333,17.83333333,Foot_US
32060,NAD_1927_StatePlane_Virgin_Islands_St_Croix_FIPS_5202,500000,100000,-66.43333333,18.03333333,18.43333333,17.83333333,Foot_US
32061,NAD_1927_Guatemala_Norte,500000,292209.579,-90.33333333,16.81666667,0.99992226,16.81666667,Meter
32062,NAD_1927_Guatemala_Sur,500000,325992.681,-90.33333333,14.9,0.99989906,14.9,Meter
32074,NAD_1927_BLM_Zone_14N,1640416.667,0,-99,0.9996, ,0,Foot_US
32075,NAD_1927_BLM_Zone_15N,1640416.667,0,-93,0.9996, ,0,Foot_US
32076,NAD_1927_BLM_Zone_16N,1640416.667,0,-87,0.9996, ,0,Foot_US
32077,NAD_1927_BLM_Zone_17N,1640416.667,0,-81,0.9996, ,0,Foot_US
32081,NAD_1927_MTM_1,304800,0,-53,0.9999, ,0,Meter
32082,NAD_1927_MTM_2,304800,0,-56,0.9999, ,0,Meter
32083,NAD_1927_MTM_3,304800,0,-58.5,0.9999, ,0,Meter
32084,NAD_1927_MTM_4,304800,0,-61.5,0.9999, ,0,Meter
32085,NAD_1927_MTM_5,304800,0,-64.5,0.9999, ,0,Meter
32086,NAD_1927_MTM_6,304800,0,-67.5,0.9999, ,0,Meter
32098,NAD_1927_Quebec_Lambert,0,0,-68.5,46,60,44,Meter
32100,NAD_1983_StatePlane_Montana_FIPS_2500,600000,0,-109.5,45,49,44.25,Meter
32104,NAD_1983_StatePlane_Nebraska_FIPS_2600,500000,0,-100,40,43,39.83333333,Meter
32107,NAD_1983_StatePlane_Nevada_East_FIPS_2701,200000,8000000,-115.5833333,0.9999, ,34.75,Meter
32108,NAD_1983_StatePlane_Nevada_Central_FIPS_2702,500000,6000000,-116.6666667,0.9999, ,34.75,Meter
32109,NAD_1983_StatePlane_Nevada_West_FIPS_2703,800000,4000000,-118.5833333,0.9999, ,34.75,Meter
32110,NAD_1983_StatePlane_New_Hampshire_FIPS_2800,300000,0,-71.66666667,0.999966667, ,42.5,Meter
32111,NAD_1983_StatePlane_New_Jersey_FIPS_2900,150000,0,-74.5,0.9999, ,38.83333333,Meter
32112,NAD_1983_StatePlane_New_Mexico_East_FIPS_3001,165000,0,-104.3333333,0.999909091, ,31,Meter
32113,NAD_1983_StatePlane_New_Mexico_Central_FIPS_3002,500000,0,-106.25,0.9999, ,31,Meter
32114,NAD_1983_StatePlane_New_Mexico_West_FIPS_3003,830000,0,-107.8333333,0.999916667, ,31,Meter
32115,NAD_1983_StatePlane_New_York_East_FIPS_3101,150000,0,-74.5,0.9999, ,38.83333333,Meter
32116,NAD_1983_StatePlane_New_York_Central_FIPS_3102,250000,0,-76.58333333,0.9999375, ,40,Meter
32117,NAD_1983_StatePlane_New_York_West_FIPS_3103,350000,0,-78.58333333,0.9999375, ,40,Meter
32118,NAD_1983_StatePlane_New_York_Long_Island_FIPS_3104,300000,0,-74,40.66666667,41.03333333,40.16666667,Meter
32119,NAD_1983_StatePlane_North_Carolina_FIPS_3200,609601.22,0,-79,34.33333333,36.16666667,33.75,Meter
32120,NAD_1983_StatePlane_North_Dakota_North_FIPS_3301,600000,0,-100.5,47.43333333,48.73333333,47,Meter
32121,NAD_1983_StatePlane_North_Dakota_South_FIPS_3302,600000,0,-100.5,46.18333333,47.48333333,45.66666667,Meter
32122,NAD_1983_StatePlane_Ohio_North_FIPS_3401,600000,0,-82.5,40.43333333,41.7,39.66666667,Meter
32123,NAD_1983_StatePlane_Ohio_South_FIPS_3402,600000,0,-82.5,38.73333333,40.03333333,38,Meter
32124,NAD_1983_StatePlane_Oklahoma_North_FIPS_3501,600000,0,-98,35.56666667,36.76666667,35,Meter
32125,NAD_1983_StatePlane_Oklahoma_South_FIPS_3502,600000,0,-98,33.93333333,35.23333333,33.33333333,Meter
32126,NAD_1983_StatePlane_Oregon_North_FIPS_3601,2500000,0,-120.5,44.33333333,46,43.66666667,Meter
32127,NAD_1983_StatePlane_Oregon_South_FIPS_3602,1500000,0,-120.5,42.33333333,44,41.66666667,Meter
32128,NAD_1983_StatePlane_Pennsylvania_North_FIPS_3701,600000,0,-77.75,40.88333333,41.95,40.16666667,Meter
32129,NAD_1983_StatePlane_Pennsylvania_South_FIPS_3702,600000,0,-77.75,39.93333333,40.96666667,39.33333333,Meter
32130,NAD_1983_StatePlane_Rhode_Island_FIPS_3800,100000,0,-71.5,0.99999375, ,41.08333333,Meter
32133,NAD_1983_StatePlane_South_Carolina_FIPS_3900,609600,0,-81,32.5,34.83333333,31.83333333,Meter
32134,NAD_1983_StatePlane_South_Dakota_North_FIPS_4001,600000,0,-100,44.41666667,45.68333333,43.83333333,Meter
32135,NAD_1983_StatePlane_South_Dakota_South_FIPS_4002,600000,0,-100.3333333,42.83333333,44.4,42.33333333,Meter
32136,NAD_1983_StatePlane_Tennessee_FIPS_4100,600000,0,-86,35.25,36.41666667,34.33333333,Meter
32137,NAD_1983_StatePlane_Texas_North_FIPS_4201,200000,1000000,-101.5,34.65,36.18333333,34,Meter
32138,NAD_1983_StatePlane_Texas_North_Central_FIPS_4202,600000,2000000,-98.5,32.13333333,33.96666667,31.66666667,Meter
32139,NAD_1983_StatePlane_Texas_Central_FIPS_4203,700000,3000000,-100.3333333,30.11666667,31.88333333,29.66666667,Meter
32140,NAD_1983_StatePlane_Texas_South_Central_FIPS_4204,600000,4000000,-99,28.38333333,30.28333333,27.83333333,Meter
32141,NAD_1983_StatePlane_Texas_South_FIPS_4205,300000,5000000,-98.5,26.16666667,27.83333333,25.66666667,Meter
32142,NAD_1983_StatePlane_Utah_North_FIPS_4301,500000,1000000,-111.5,40.71666667,41.78333333,40.33333333,Meter
32143,NAD_1983_StatePlane_Utah_Central_FIPS_4302,500000,2000000,-111.5,39.01666667,40.65,38.33333333,Meter
32144,NAD_1983_StatePlane_Utah_South_FIPS_4303,500000,3000000,-111.5,37.21666667,38.35,36.66666667,Meter
32145,NAD_1983_StatePlane_Vermont_FIPS_4400,500000,0,-72.5,0.999964286, ,42.5,Meter
32146,NAD_1983_StatePlane_Virginia_North_FIPS_4501,3500000,2000000,-78.5,38.03333333,39.2,37.66666667,Meter
32147,NAD_1983_StatePlane_Virginia_South_FIPS_4502,3500000,1000000,-78.5,36.76666667,37.96666667,36.33333333,Meter
32148,NAD_1983_StatePlane_Washington_North_FIPS_4601,500000,0,-120.8333333,47.5,48.73333333,47,Meter
32149,NAD_1983_StatePlane_Washington_South_FIPS_4602,500000,0,-120.5,45.83333333,47.33333333,45.33333333,Meter
32150,NAD_1983_StatePlane_West_Virginia_North_FIPS_4701,600000,0,-79.5,39,40.25,38.5,Meter
32151,NAD_1983_StatePlane_West_Virginia_South_FIPS_4702,600000,0,-81,37.48333333,38.88333333,37,Meter
32152,NAD_1983_StatePlane_Wisconsin_North_FIPS_4801,600000,0,-90,45.56666667,46.76666667,45.16666667,Meter
32153,NAD_1983_StatePlane_Wisconsin_Central_FIPS_4802,600000,0,-90,44.25,45.5,43.83333333,Meter
32154,NAD_1983_StatePlane_Wisconsin_South_FIPS_4803,600000,0,-90,42.73333333,44.06666667,42,Meter
32155,NAD_1983_StatePlane_Wyoming_East_FIPS_4901,200000,0,-105.1666667,0.9999375, ,40.5,Meter
32156,NAD_1983_StatePlane_Wyoming_East_Central_FIPS_4902,400000,100000,-107.3333333,0.9999375, ,40.5,Meter
32157,NAD_1983_StatePlane_Wyoming_West_Central_FIPS_4903,600000,0,-108.75,0.9999375, ,40.5,Meter
32158,NAD_1983_StatePlane_Wyoming_West_FIPS_4904,800000,100000,-110.0833333,0.9999375, ,40.5,Meter
32161,NAD_1983_StatePlane_Puerto_Rico_Virgin_Islands_FIPS_5200,200000,200000,-66.43333333,18.03333333,18.43333333,17.83333333,Meter
32180,NAD_1983_MTM_2_SCoPQ,304800,0,-55.5,0.9999, ,0,Meter
32181,NAD_1983_MTM_1,304800,0,-53,0.9999, ,0,Meter
32182,NAD_1983_MTM_2,304800,0,-56,0.9999, ,0,Meter
32183,NAD_1983_MTM_3,304800,0,-58.5,0.9999, ,0,Meter
32184,NAD_1983_MTM_4,304800,0,-61.5,0.9999, ,0,Meter
32185,NAD_1983_MTM_5,304800,0,-64.5,0.9999, ,0,Meter
32186,NAD_1983_MTM_6,304800,0,-67.5,0.9999, ,0,Meter
32187,NAD_1983_MTM_7,304800,0,-70.5,0.9999, ,0,Meter
32188,NAD_1983_MTM_8,304800,0,-73.5,0.9999, ,0,Meter
32189,NAD_1983_MTM_9,304800,0,-76.5,0.9999, ,0,Meter
32190,NAD_1983_MTM_10,304800,0,-79.5,0.9999, ,0,Meter
32191,NAD_1983_MTM_11,304800,0,-82.5,0.9999, ,0,Meter
32192,NAD_1983_MTM_12,304800,0,-81,0.9999, ,0,Meter
32193,NAD_1983_MTM_13,304800,0,-84,0.9999, ,0,Meter
32194,NAD_1983_MTM_14,304800,0,-87,0.9999, ,0,Meter
32195,NAD_1983_MTM_15,304800,0,-90,0.9999, ,0,Meter
32196,NAD_1983_MTM_16,304800,0,-93,0.9999, ,0,Meter
32197,NAD_1983_MTM_17,304800,0,-96,0.9999, ,0,Meter
32198,NAD_1983_Quebec_Lambert,0,0,-68.5,46,60,44,Meter
32201,WGS_1972_UTM_Zone_1N,500000,0,-177,0.9996, ,0,Meter
32202,WGS_1972_UTM_Zone_2N,500000,0,-171,0.9996, ,0,Meter
32203,WGS_1972_UTM_Zone_3N,500000,0,-165,0.9996, ,0,Meter
32204,WGS_1972_UTM_Zone_4N,500000,0,-159,0.9996, ,0,Meter
32205,WGS_1972_UTM_Zone_5N,500000,0,-153,0.9996, ,0,Meter
32206,WGS_1972_UTM_Zone_6N,500000,0,-147,0.9996, ,0,Meter
32207,WGS_1972_UTM_Zone_7N,500000,0,-141,0.9996, ,0,Meter
32208,WGS_1972_UTM_Zone_8N,500000,0,-135,0.9996, ,0,Meter
32209,WGS_1972_UTM_Zone_9N,500000,0,-129,0.9996, ,0,Meter
32210,WGS_1972_UTM_Zone_10N,500000,0,-123,0.9996, ,0,Meter
32211,WGS_1972_UTM_Zone_11N,500000,0,-117,0.9996, ,0,Meter
32212,WGS_1972_UTM_Zone_12N,500000,0,-111,0.9996, ,0,Meter
32213,WGS_1972_UTM_Zone_13N,500000,0,-105,0.9996, ,0,Meter
32214,WGS_1972_UTM_Zone_14N,500000,0,-99,0.9996, ,0,Meter
32215,WGS_1972_UTM_Zone_15N,500000,0,-93,0.9996, ,0,Meter
32216,WGS_1972_UTM_Zone_16N,500000,0,-87,0.9996, ,0,Meter
32217,WGS_1972_UTM_Zone_17N,500000,0,-81,0.9996, ,0,Meter
32218,WGS_1972_UTM_Zone_18N,500000,0,-75,0.9996, ,0,Meter
32219,WGS_1972_UTM_Zone_19N,500000,0,-69,0.9996, ,0,Meter
32220,WGS_1972_UTM_Zone_20N,500000,0,-63,0.9996, ,0,Meter
32221,WGS_1972_UTM_Zone_21N,500000,0,-57,0.9996, ,0,Meter
32222,WGS_1972_UTM_Zone_22N,500000,0,-51,0.9996, ,0,Meter
32223,WGS_1972_UTM_Zone_23N,500000,0,-45,0.9996, ,0,Meter
32224,WGS_1972_UTM_Zone_24N,500000,0,-39,0.9996, ,0,Meter
32225,WGS_1972_UTM_Zone_25N,500000,0,-33,0.9996, ,0,Meter
32226,WGS_1972_UTM_Zone_26N,500000,0,-27,0.9996, ,0,Meter
32227,WGS_1972_UTM_Zone_27N,500000,0,-21,0.9996, ,0,Meter
32228,WGS_1972_UTM_Zone_28N,500000,0,-15,0.9996, ,0,Meter
32229,WGS_1972_UTM_Zone_29N,500000,0,-9,0.9996, ,0,Meter
32230,WGS_1972_UTM_Zone_30N,500000,0,-3,0.9996, ,0,Meter
32231,WGS_1972_UTM_Zone_31N,500000,0,3,0.9996, ,0,Meter
32232,WGS_1972_UTM_Zone_32N,500000,0,9,0.9996, ,0,Meter
32233,WGS_1972_UTM_Zone_33N,500000,0,15,0.9996, ,0,Meter
32234,WGS_1972_UTM_Zone_34N,500000,0,21,0.9996, ,0,Meter
32235,WGS_1972_UTM_Zone_35N,500000,0,27,0.9996, ,0,Meter
32236,WGS_1972_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
32237,WGS_1972_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
32238,WGS_1972_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
32239,WGS_1972_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
32240,WGS_1972_UTM_Zone_40N,500000,0,57,0.9996, ,0,Meter
32241,WGS_1972_UTM_Zone_41N,500000,0,63,0.9996, ,0,Meter
32242,WGS_1972_UTM_Zone_42N,500000,0,69,0.9996, ,0,Meter
32243,WGS_1972_UTM_Zone_43N,500000,0,75,0.9996, ,0,Meter
32244,WGS_1972_UTM_Zone_44N,500000,0,81,0.9996, ,0,Meter
32245,WGS_1972_UTM_Zone_45N,500000,0,87,0.9996, ,0,Meter
32246,WGS_1972_UTM_Zone_46N,500000,0,93,0.9996, ,0,Meter
32247,WGS_1972_UTM_Zone_47N,500000,0,99,0.9996, ,0,Meter
32248,WGS_1972_UTM_Zone_48N,500000,0,105,0.9996, ,0,Meter
32249,WGS_1972_UTM_Zone_49N,500000,0,111,0.9996, ,0,Meter
32250,WGS_1972_UTM_Zone_50N,500000,0,117,0.9996, ,0,Meter
32251,WGS_1972_UTM_Zone_51N,500000,0,123,0.9996, ,0,Meter
32252,WGS_1972_UTM_Zone_52N,500000,0,129,0.9996, ,0,Meter
32253,WGS_1972_UTM_Zone_53N,500000,0,135,0.9996, ,0,Meter
32254,WGS_1972_UTM_Zone_54N,500000,0,141,0.9996, ,0,Meter
32255,WGS_1972_UTM_Zone_55N,500000,0,147,0.9996, ,0,Meter
32256,WGS_1972_UTM_Zone_56N,500000,0,153,0.9996, ,0,Meter
32257,WGS_1972_UTM_Zone_57N,500000,0,159,0.9996, ,0,Meter
32258,WGS_1972_UTM_Zone_58N,500000,0,165,0.9996, ,0,Meter
32259,WGS_1972_UTM_Zone_59N,500000,0,171,0.9996, ,0,Meter
32260,WGS_1972_UTM_Zone_60N,500000,0,177,0.9996, ,0,Meter
32301,WGS_1972_UTM_Zone_1S,500000,10000000,-177,0.9996, ,0,Meter
32302,WGS_1972_UTM_Zone_2S,500000,10000000,-171,0.9996, ,0,Meter
32303,WGS_1972_UTM_Zone_3S,500000,10000000,-165,0.9996, ,0,Meter
32304,WGS_1972_UTM_Zone_4S,500000,10000000,-159,0.9996, ,0,Meter
32305,WGS_1972_UTM_Zone_5S,500000,10000000,-153,0.9996, ,0,Meter
32306,WGS_1972_UTM_Zone_6S,500000,10000000,-147,0.9996, ,0,Meter
32307,WGS_1972_UTM_Zone_7S,500000,10000000,-141,0.9996, ,0,Meter
32308,WGS_1972_UTM_Zone_8S,500000,10000000,-135,0.9996, ,0,Meter
32309,WGS_1972_UTM_Zone_9S,500000,10000000,-129,0.9996, ,0,Meter
32310,WGS_1972_UTM_Zone_10S,500000,10000000,-123,0.9996, ,0,Meter
32311,WGS_1972_UTM_Zone_11S,500000,10000000,-117,0.9996, ,0,Meter
32312,WGS_1972_UTM_Zone_12S,500000,10000000,-111,0.9996, ,0,Meter
32313,WGS_1972_UTM_Zone_13S,500000,10000000,-105,0.9996, ,0,Meter
32314,WGS_1972_UTM_Zone_14S,500000,10000000,-99,0.9996, ,0,Meter
32315,WGS_1972_UTM_Zone_15S,500000,10000000,-93,0.9996, ,0,Meter
32316,WGS_1972_UTM_Zone_16S,500000,10000000,-87,0.9996, ,0,Meter
32317,WGS_1972_UTM_Zone_17S,500000,10000000,-81,0.9996, ,0,Meter
32318,WGS_1972_UTM_Zone_18S,500000,10000000,-75,0.9996, ,0,Meter
32319,WGS_1972_UTM_Zone_19S,500000,10000000,-69,0.9996, ,0,Meter
32320,WGS_1972_UTM_Zone_20S,500000,10000000,-63,0.9996, ,0,Meter
32321,WGS_1972_UTM_Zone_21S,500000,10000000,-57,0.9996, ,0,Meter
32322,WGS_1972_UTM_Zone_22S,500000,10000000,-51,0.9996, ,0,Meter
32323,WGS_1972_UTM_Zone_23S,500000,10000000,-45,0.9996, ,0,Meter
32324,WGS_1972_UTM_Zone_24S,500000,10000000,-39,0.9996, ,0,Meter
32325,WGS_1972_UTM_Zone_25S,500000,10000000,-33,0.9996, ,0,Meter
32326,WGS_1972_UTM_Zone_26S,500000,10000000,-27,0.9996, ,0,Meter
32327,WGS_1972_UTM_Zone_27S,500000,10000000,-21,0.9996, ,0,Meter
32328,WGS_1972_UTM_Zone_28S,500000,10000000,-15,0.9996, ,0,Meter
32329,WGS_1972_UTM_Zone_29S,500000,10000000,-9,0.9996, ,0,Meter
32330,WGS_1972_UTM_Zone_30S,500000,10000000,-3,0.9996, ,0,Meter
32331,WGS_1972_UTM_Zone_31S,500000,10000000,3,0.9996, ,0,Meter
32332,WGS_1972_UTM_Zone_32S,500000,10000000,9,0.9996, ,0,Meter
32333,WGS_1972_UTM_Zone_33S,500000,10000000,15,0.9996, ,0,Meter
32334,WGS_1972_UTM_Zone_34S,500000,10000000,21,0.9996, ,0,Meter
32335,WGS_1972_UTM_Zone_35S,500000,10000000,27,0.9996, ,0,Meter
32336,WGS_1972_UTM_Zone_36S,500000,10000000,33,0.9996, ,0,Meter
32337,WGS_1972_UTM_Zone_37S,500000,10000000,39,0.9996, ,0,Meter
32338,WGS_1972_UTM_Zone_38S,500000,10000000,45,0.9996, ,0,Meter
32339,WGS_1972_UTM_Zone_39S,500000,10000000,51,0.9996, ,0,Meter
32340,WGS_1972_UTM_Zone_40S,500000,10000000,57,0.9996, ,0,Meter
32341,WGS_1972_UTM_Zone_41S,500000,10000000,63,0.9996, ,0,Meter
32342,WGS_1972_UTM_Zone_42S,500000,10000000,69,0.9996, ,0,Meter
32343,WGS_1972_UTM_Zone_43S,500000,10000000,75,0.9996, ,0,Meter
32344,WGS_1972_UTM_Zone_44S,500000,10000000,81,0.9996, ,0,Meter
32345,WGS_1972_UTM_Zone_45S,500000,10000000,87,0.9996, ,0,Meter
32346,WGS_1972_UTM_Zone_46S,500000,10000000,93,0.9996, ,0,Meter
32347,WGS_1972_UTM_Zone_47S,500000,10000000,99,0.9996, ,0,Meter
32348,WGS_1972_UTM_Zone_48S,500000,10000000,105,0.9996, ,0,Meter
32349,WGS_1972_UTM_Zone_49S,500000,10000000,111,0.9996, ,0,Meter
32350,WGS_1972_UTM_Zone_50S,500000,10000000,117,0.9996, ,0,Meter
32351,WGS_1972_UTM_Zone_51S,500000,10000000,123,0.9996, ,0,Meter
32352,WGS_1972_UTM_Zone_52S,500000,10000000,129,0.9996, ,0,Meter
32353,WGS_1972_UTM_Zone_53S,500000,10000000,135,0.9996, ,0,Meter
32354,WGS_1972_UTM_Zone_54S,500000,10000000,141,0.9996, ,0,Meter
32355,WGS_1972_UTM_Zone_55S,500000,10000000,147,0.9996, ,0,Meter
32356,WGS_1972_UTM_Zone_56S,500000,10000000,153,0.9996, ,0,Meter
32357,WGS_1972_UTM_Zone_57S,500000,10000000,159,0.9996, ,0,Meter
32358,WGS_1972_UTM_Zone_58S,500000,10000000,165,0.9996, ,0,Meter
32359,WGS_1972_UTM_Zone_59S,500000,10000000,171,0.9996, ,0,Meter
32360,WGS_1972_UTM_Zone_60S,500000,10000000,177,0.9996, ,0,Meter
32601,WGS_1984_UTM_Zone_1N,500000,0,-177,0.9996, ,0,Meter
32602,WGS_1984_UTM_Zone_2N,500000,0,-171,0.9996, ,0,Meter
32603,WGS_1984_UTM_Zone_3N,500000,0,-165,0.9996, ,0,Meter
32604,WGS_1984_UTM_Zone_4N,500000,0,-159,0.9996, ,0,Meter
32605,WGS_1984_UTM_Zone_5N,500000,0,-153,0.9996, ,0,Meter
32606,WGS_1984_UTM_Zone_6N,500000,0,-147,0.9996, ,0,Meter
32607,WGS_1984_UTM_Zone_7N,500000,0,-141,0.9996, ,0,Meter
32608,WGS_1984_UTM_Zone_8N,500000,0,-135,0.9996, ,0,Meter
32609,WGS_1984_UTM_Zone_9N,500000,0,-129,0.9996, ,0,Meter
32610,WGS_1984_UTM_Zone_10N,500000,0,-123,0.9996, ,0,Meter
32611,WGS_1984_UTM_Zone_11N,500000,0,-117,0.9996, ,0,Meter
32612,WGS_1984_UTM_Zone_12N,500000,0,-111,0.9996, ,0,Meter
32613,WGS_1984_UTM_Zone_13N,500000,0,-105,0.9996, ,0,Meter
32614,WGS_1984_UTM_Zone_14N,500000,0,-99,0.9996, ,0,Meter
32615,WGS_1984_UTM_Zone_15N,500000,0,-93,0.9996, ,0,Meter
32616,WGS_1984_UTM_Zone_16N,500000,0,-87,0.9996, ,0,Meter
32617,WGS_1984_UTM_Zone_17N,500000,0,-81,0.9996, ,0,Meter
32618,WGS_1984_UTM_Zone_18N,500000,0,-75,0.9996, ,0,Meter
32619,WGS_1984_UTM_Zone_19N,500000,0,-69,0.9996, ,0,Meter
32620,WGS_1984_UTM_Zone_20N,500000,0,-63,0.9996, ,0,Meter
32621,WGS_1984_UTM_Zone_21N,500000,0,-57,0.9996, ,0,Meter
32622,WGS_1984_UTM_Zone_22N,500000,0,-51,0.9996, ,0,Meter
32623,WGS_1984_UTM_Zone_23N,500000,0,-45,0.9996, ,0,Meter
32624,WGS_1984_UTM_Zone_24N,500000,0,-39,0.9996, ,0,Meter
32625,WGS_1984_UTM_Zone_25N,500000,0,-33,0.9996, ,0,Meter
32626,WGS_1984_UTM_Zone_26N,500000,0,-27,0.9996, ,0,Meter
32627,WGS_1984_UTM_Zone_27N,500000,0,-21,0.9996, ,0,Meter
32628,WGS_1984_UTM_Zone_28N,500000,0,-15,0.9996, ,0,Meter
32629,WGS_1984_UTM_Zone_29N,500000,0,-9,0.9996, ,0,Meter
32630,WGS_1984_UTM_Zone_30N,500000,0,-3,0.9996, ,0,Meter
32631,WGS_1984_UTM_Zone_31N,500000,0,3,0.9996, ,0,Meter
32632,WGS_1984_UTM_Zone_32N,500000,0,9,0.9996, ,0,Meter
32633,WGS_1984_UTM_Zone_33N,500000,0,15,0.9996, ,0,Meter
32634,WGS_1984_UTM_Zone_34N,500000,0,21,0.9996, ,0,Meter
32635,WGS_1984_UTM_Zone_35N,500000,0,27,0.9996, ,0,Meter
32636,WGS_1984_UTM_Zone_36N,500000,0,33,0.9996, ,0,Meter
32637,WGS_1984_UTM_Zone_37N,500000,0,39,0.9996, ,0,Meter
32638,WGS_1984_UTM_Zone_38N,500000,0,45,0.9996, ,0,Meter
32639,WGS_1984_UTM_Zone_39N,500000,0,51,0.9996, ,0,Meter
32640,WGS_1984_UTM_Zone_40N,500000,0,57,0.9996, ,0,Meter
32641,WGS_1984_UTM_Zone_41N,500000,0,63,0.9996, ,0,Meter
32642,WGS_1984_UTM_Zone_42N,500000,0,69,0.9996, ,0,Meter
32643,WGS_1984_UTM_Zone_43N,500000,0,75,0.9996, ,0,Meter
32644,WGS_1984_UTM_Zone_44N,500000,0,81,0.9996, ,0,Meter
32645,WGS_1984_UTM_Zone_45N,500000,0,87,0.9996, ,0,Meter
32646,WGS_1984_UTM_Zone_46N,500000,0,93,0.9996, ,0,Meter
32647,WGS_1984_UTM_Zone_47N,500000,0,99,0.9996, ,0,Meter
32648,WGS_1984_UTM_Zone_48N,500000,0,105,0.9996, ,0,Meter
32649,WGS_1984_UTM_Zone_49N,500000,0,111,0.9996, ,0,Meter
32650,WGS_1984_UTM_Zone_50N,500000,0,117,0.9996, ,0,Meter
32651,WGS_1984_UTM_Zone_51N,500000,0,123,0.9996, ,0,Meter
32652,WGS_1984_UTM_Zone_52N,500000,0,129,0.9996, ,0,Meter
32653,WGS_1984_UTM_Zone_53N,500000,0,135,0.9996, ,0,Meter
32654,WGS_1984_UTM_Zone_54N,500000,0,141,0.9996, ,0,Meter
32655,WGS_1984_UTM_Zone_55N,500000,0,147,0.9996, ,0,Meter
32656,WGS_1984_UTM_Zone_56N,500000,0,153,0.9996, ,0,Meter
32657,WGS_1984_UTM_Zone_57N,500000,0,159,0.9996, ,0,Meter
32658,WGS_1984_UTM_Zone_58N,500000,0,165,0.9996, ,0,Meter
32659,WGS_1984_UTM_Zone_59N,500000,0,171,0.9996, ,0,Meter
32660,WGS_1984_UTM_Zone_60N,500000,0,177,0.9996, ,0,Meter
32661,UPS_North,2000000,2000000,0,0.994, ,90,Meter
32701,WGS_1984_UTM_Zone_1S,500000,10000000,-177,0.9996, ,0,Meter
32702,WGS_1984_UTM_Zone_2S,500000,10000000,-171,0.9996, ,0,Meter
32703,WGS_1984_UTM_Zone_3S,500000,10000000,-165,0.9996, ,0,Meter
32704,WGS_1984_UTM_Zone_4S,500000,10000000,-159,0.9996, ,0,Meter
32705,WGS_1984_UTM_Zone_5S,500000,10000000,-153,0.9996, ,0,Meter
32706,WGS_1984_UTM_Zone_6S,500000,10000000,-147,0.9996, ,0,Meter
32707,WGS_1984_UTM_Zone_7S,500000,10000000,-141,0.9996, ,0,Meter
32708,WGS_1984_UTM_Zone_8S,500000,10000000,-135,0.9996, ,0,Meter
32709,WGS_1984_UTM_Zone_9S,500000,10000000,-129,0.9996, ,0,Meter
32710,WGS_1984_UTM_Zone_10S,500000,10000000,-123,0.9996, ,0,Meter
32711,WGS_1984_UTM_Zone_11S,500000,10000000,-117,0.9996, ,0,Meter
32712,WGS_1984_UTM_Zone_12S,500000,10000000,-111,0.9996, ,0,Meter
32713,WGS_1984_UTM_Zone_13S,500000,10000000,-105,0.9996, ,0,Meter
32714,WGS_1984_UTM_Zone_14S,500000,10000000,-99,0.9996, ,0,Meter
32715,WGS_1984_UTM_Zone_15S,500000,10000000,-93,0.9996, ,0,Meter
32716,WGS_1984_UTM_Zone_16S,500000,10000000,-87,0.9996, ,0,Meter
32717,WGS_1984_UTM_Zone_17S,500000,10000000,-81,0.9996, ,0,Meter
32718,WGS_1984_UTM_Zone_18S,500000,10000000,-75,0.9996, ,0,Meter
32719,WGS_1984_UTM_Zone_19S,500000,10000000,-69,0.9996, ,0,Meter
32720,WGS_1984_UTM_Zone_20S,500000,10000000,-63,0.9996, ,0,Meter
32721,WGS_1984_UTM_Zone_21S,500000,10000000,-57,0.9996, ,0,Meter
32722,WGS_1984_UTM_Zone_22S,500000,10000000,-51,0.9996, ,0,Meter
32723,WGS_1984_UTM_Zone_23S,500000,10000000,-45,0.9996, ,0,Meter
32724,WGS_1984_UTM_Zone_24S,500000,10000000,-39,0.9996, ,0,Meter
32725,WGS_1984_UTM_Zone_25S,500000,10000000,-33,0.9996, ,0,Meter
32726,WGS_1984_UTM_Zone_26S,500000,10000000,-27,0.9996, ,0,Meter
32727,WGS_1984_UTM_Zone_27S,500000,10000000,-21,0.9996, ,0,Meter
32728,WGS_1984_UTM_Zone_28S,500000,10000000,-15,0.9996, ,0,Meter
32729,WGS_1984_UTM_Zone_29S,500000,10000000,-9,0.9996, ,0,Meter
32730,WGS_1984_UTM_Zone_30S,500000,10000000,-3,0.9996, ,0,Meter
32731,WGS_1984_UTM_Zone_31S,500000,10000000,3,0.9996, ,0,Meter
32732,WGS_1984_UTM_Zone_32S,500000,10000000,9,0.9996, ,0,Meter
32733,WGS_1984_UTM_Zone_33S,500000,10000000,15,0.9996, ,0,Meter
32734,WGS_1984_UTM_Zone_34S,500000,10000000,21,0.9996, ,0,Meter
32735,WGS_1984_UTM_Zone_35S,500000,10000000,27,0.9996, ,0,Meter
32736,WGS_1984_UTM_Zone_36S,500000,10000000,33,0.9996, ,0,Meter
